school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,course
MS,M,16.0,U,GT3,A,1.0,2.0,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,por
MS,F,17.0,R,GT3,T,3.0,2.0,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10,por
MS,F,17.0,R,GT3,T,1.0,1.0,other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7,por
MS,F,15.0,R,GT3,T,,,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14,por
MS,F,16.0,U,LE3,A,2.0,2.0,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11,por
MS,F,15.0,R,LE3,T,1.0,1.0,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10,por
MS,F,15.0,R,LE3,T,1.0,1.0,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8,por
MS,F,16.0,R,GT3,T,0.0,2.0,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12,por
MS,F,17.0,R,GT3,T,2.0,3.0,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12,por
MS,F,15.0,R,GT3,T,3.0,3.0,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16,por
MS,M,16.0,U,GT3,T,1.0,1.0,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0,por
MS,M,17.0,U,GT3,T,1.0,1.0,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9,por
MS,M,15.0,R,LE3,T,4.0,1.0,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14,por
MS,M,15.0,R,LE3,T,4.0,1.0,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8,por
MS,M,16.0,R,GT3,T,3.0,4.0,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11,por
MS,M,15.0,R,GT3,T,1.0,1.0,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9,por
MS,M,15.0,U,LE3,T,3.0,3.0,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11,por
MS,M,17.0,R,GT3,T,2.0,1.0,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9,por
MS,F,16.0,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17,por
MS,F,15.0,R,GT3,T,1.0,2.0,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13,por
MS,F,16.0,R,GT3,T,2.0,3.0,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15,por
MS,M,16.0,R,GT3,T,1.0,2.0,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11,por
MS,F,16.0,R,GT3,T,2.0,2.0,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11,por
MS,F,16.0,U,GT3,T,,,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8,por
MS,F,16.0,U,GT3,T,,,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8,por
MS,F,15.0,U,GT3,T,2.0,1.0,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9,por
MS,F,16.0,U,GT3,T,1.0,1.0,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15,por
MS,M,17.0,R,LE3,T,1.0,2.0,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11,por
MS,F,16.0,R,GT3,T,1.0,1.0,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13,por
MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10,por
MS,F,15.0,R,GT3,T,1.0,1.0,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11,por
MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14,por
MS,F,15.0,R,GT3,T,1.0,1.0,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14,por
MS,F,15.0,R,LE3,T,2.0,2.0,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12,por
MS,M,16.0,R,GT3,T,1.0,1.0,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11,por
MS,F,18.0,U,GT3,T,1.0,2.0,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8,por
MS,M,15.0,U,GT3,T,3.0,1.0,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11,por
MS,F,16.0,R,GT3,T,2.0,2.0,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14,por
MS,M,15.0,U,GT3,T,2.0,2.0,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13,por
MS,M,16.0,U,GT3,T,4.0,4.0,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13,por
MS,F,15.0,R,GT3,T,3.0,3.0,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12,por
MS,F,16.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12,por
MS,F,16.0,R,LE3,T,2.0,2.0,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16,por
MS,M,16.0,U,LE3,T,2.0,1.0,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10,por
MS,M,15.0,R,LE3,T,1.0,3.0,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11,por
MS,F,15.0,U,GT3,T,2.0,2.0,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14,por
MS,F,16.0,R,LE3,T,2.0,1.0,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8,por
MS,M,15.0,U,GT3,T,3.0,3.0,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11,por
MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8,por
MS,F,17.0,U,GT3,T,2.0,2.0,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10,por
MS,F,19.0,U,GT3,T,2.0,3.0,at_home,services,course,,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10,por
MS,F,17.0,R,GT3,T,2.0,1.0,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11,por
MS,F,15.0,R,LE3,T,1.0,1.0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9,por
MS,F,16.0,R,GT3,T,2.0,2.0,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11,por
MS,F,16.0,U,LE3,A,2.0,2.0,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8,por
MS,F,17.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11,por
MS,F,16.0,U,GT3,T,2.0,2.0,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10,por
MS,F,18.0,R,LE3,A,3.0,2.0,other,other,course,,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,10,por
MS,F,19.0,U,GT3,T,1.0,1.0,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9,por
MS,M,18.0,R,GT3,T,1.0,1.0,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10,por
MS,F,18.0,R,GT3,T,1.0,1.0,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10,por
MS,F,19.0,U,GT3,T,,,other,other,course,,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9,por
MS,F,16.0,R,GT3,A,2.0,2.0,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10,por
MS,F,17.0,U,GT3,T,,,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10,por
MS,F,16.0,R,LE3,T,1.0,2.0,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9,por
MS,F,16.0,U,GT3,T,3.0,3.0,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13,por
MS,F,16.0,R,LE3,T,1.0,1.0,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14,por
MS,M,17.0,U,GT3,T,3.0,3.0,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10,por
MS,F,16.0,U,GT3,T,2.0,1.0,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14,por
MS,F,16.0,U,GT3,T,2.0,2.0,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16,por
MS,M,17.0,U,GT3,T,1.0,2.0,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7,por
MS,M,16.0,U,LE3,T,4.0,3.0,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13,por
MS,M,17.0,R,LE3,T,,,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9,por
MS,F,16.0,U,GT3,T,1.0,1.0,other,other,course,,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14,por
MS,F,19.0,U,LE3,T,2.0,2.0,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13,por
MS,F,17.0,R,GT3,T,1.0,1.0,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11,por
MS,F,20.0,U,GT3,T,3.0,3.0,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10,por
MS,F,17.0,U,LE3,T,1.0,1.0,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10,por
MS,M,17.0,R,GT3,T,2.0,2.0,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9,por
MS,F,,R,LE3,T,1.0,1.0,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18,por
MS,F,17.0,R,GT3,T,2.0,2.0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17,por
MS,F,17.0,U,GT3,A,1.0,0.0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10,por
MS,F,18.0,R,GT3,T,1.0,1.0,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7,por
MS,F,16.0,U,GT3,T,3.0,1.0,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8,por
MS,F,16.0,U,GT3,T,3.0,2.0,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7,por
MS,F,18.0,U,LE3,T,1.0,1.0,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10,por
MS,F,16.0,R,GT3,T,4.0,4.0,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16,por
MS,F,16.0,R,LE3,T,1.0,2.0,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15,por
MS,F,18.0,U,GT3,A,2.0,4.0,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8,por
MS,M,16.0,R,GT3,T,2.0,1.0,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0,por
MS,F,16.0,U,LE3,T,1.0,1.0,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8,por
MS,F,16.0,R,GT3,T,2.0,3.0,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10,por
MS,F,16.0,U,GT3,T,4.0,4.0,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8,por
MS,M,18.0,U,LE3,T,4.0,4.0,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6,por
MS,F,16.0,R,LE3,T,3.0,4.0,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7,9,8,por
MS,M,17.0,U,LE3,T,4.0,4.0,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16,por
MS,F,17.0,R,GT3,T,4.0,1.0,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14,por
MS,M,16.0,U,LE3,T,2.0,2.0,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,por
MS,F,17.0,R,GT3,T,2.0,2.0,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9,por
MS,F,16.0,U,LE3,T,4.0,4.0,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,por
MS,M,17.0,U,GT3,T,3.0,3.0,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9,por
MS,M,17.0,U,GT3,T,1.0,1.0,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,por
MS,M,16.0,U,GT3,T,2.0,1.0,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8,por
MS,F,16.0,U,LE3,T,2.0,1.0,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,por
MS,M,16.0,U,LE3,T,4.0,4.0,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12,por
MS,M,15.0,R,GT3,T,1.0,2.0,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,por
MS,M,15.0,U,LE3,A,2.0,2.0,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,por
MS,M,15.0,U,LE3,A,2.0,1.0,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12,por
MS,F,16.0,R,LE3,T,2.0,2.0,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11,por
MS,F,16.0,U,LE3,T,4.0,1.0,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,por
MS,F,17.0,U,GT3,T,3.0,2.0,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11,por
MS,F,17.0,R,GT3,T,2.0,2.0,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,por
MS,F,16.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,por
MS,M,17.0,R,GT3,T,4.0,4.0,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8,por
MS,M,17.0,R,LE3,T,1.0,3.0,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,por
MS,M,17.0,U,GT3,T,3.0,4.0,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,por
MS,F,17.0,U,GT3,T,4.0,4.0,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,por
MS,M,16.0,R,LE3,T,4.0,1.0,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,por
MS,F,17.0,U,GT3,A,1.0,1.0,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11,por
MS,F,17.0,R,GT3,T,4.0,2.0,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,por
MS,M,16.0,U,LE3,A,2.0,2.0,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,por
MS,M,17.0,U,GT3,T,3.0,2.0,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,por
MS,M,19.0,U,GT3,T,1.0,1.0,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10,por
MS,M,17.0,U,LE3,A,1.0,0.0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12,por
MS,F,17.0,R,GT3,T,1.0,1.0,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10,por
MS,F,16.0,R,GT3,T,1.0,2.0,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13,por
MS,M,16.0,R,LE3,T,1.0,2.0,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11,por
MS,F,17.0,R,GT3,T,3.0,1.0,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,por
MS,M,17.0,R,GT3,T,2.0,2.0,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,por
MS,M,18.0,R,GT3,T,1.0,0.0,at_home,at_home,course,,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,por
MS,M,17.0,R,GT3,T,1.0,1.0,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,por
MS,M,18.0,U,LE3,T,1.0,1.0,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10,por
MS,F,16.0,R,LE3,T,2.0,2.0,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,por
MS,M,,U,GT3,T,2.0,2.0,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,por
MS,M,16.0,R,GT3,T,3.0,2.0,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10,por
MS,M,16.0,R,LE3,T,1.0,1.0,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,por
MS,M,18.0,R,GT3,T,1.0,1.0,services,other,course,,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,por
MS,M,18.0,R,GT3,T,3.0,2.0,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,por
MS,M,19.0,U,GT3,T,3.0,2.0,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9,por
MS,M,18.0,U,GT3,T,3.0,3.0,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8,por
MS,M,16.0,R,GT3,T,2.0,2.0,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,por
MS,M,19.0,U,GT3,T,2.0,1.0,at_home,other,course,,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9,por
MS,F,16.0,U,GT3,A,,,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7,por
MS,F,17.0,U,GT3,T,1.0,1.0,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,7,9,10,por
MS,M,20.0,R,GT3,T,1.0,1.0,other,other,course,,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12,8,11,10,por
MS,F,18.0,R,GT3,A,4.0,3.0,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10,por
MS,M,18.0,R,GT3,T,3.0,2.0,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11,por
MS,M,19.0,R,GT3,T,1.0,1.0,other,services,home,,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11,por
MS,M,17.0,U,GT3,T,3.0,3.0,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10,por
MS,M,18.0,U,LE3,T,1.0,3.0,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9,por
MS,M,19.0,R,GT3,T,1.0,1.0,other,other,home,,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10,por
MS,F,18.0,U,GT3,A,1.0,2.0,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,6,8,8,por
MS,F,19.0,U,LE3,A,,,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7,por
MS,F,18.0,R,GT3,T,2.0,2.0,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0,por
MS,F,17.0,R,GT3,T,0.0,0.0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,por
MS,F,17.0,R,LE3,A,3.0,1.0,other,at_home,course,,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,8,7,8,por
MS,F,17.0,U,GT3,T,4.0,2.0,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0,por
MS,F,18.0,R,LE3,T,2.0,2.0,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,7,6,8,por
MS,F,17.0,U,GT3,T,4.0,1.0,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9,por
MS,F,17.0,U,LE3,T,1.0,2.0,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10,por
MS,F,,U,GT3,T,1.0,1.0,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7,por
MS,F,18.0,U,GT3,T,2.0,2.0,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,12,13,14,por
MS,F,17.0,U,GT3,T,3.0,3.0,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13,por
MS,F,18.0,U,LE3,A,1.0,2.0,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14,por
MS,F,18.0,U,GT3,T,4.0,4.0,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18,por
MS,M,18.0,U,LE3,T,4.0,4.0,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17,por
MS,F,17.0,U,GT3,T,4.0,2.0,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18,por
MS,F,18.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0,por
